BE.NMBS.48;BELSELE;51.150903;4.089164
BE.NMBS.49;BERCHEM SAINTE AGATHE;50.872831;4.290961
BE.NMBS.50;BERINGEN;51.076814;5.231867
BE.NMBS.51;BERLAAR;51.113708;4.638258
BE.NMBS.52;BERTRIX;49.852199;5.267703
BE.NMBS.53;BERZEE;50.285589;4.405942
BE.NMBS.54;BEUZET;50.532914;4.750092
BE.NMBS.55;BEVEREN;51.20845;4.26052
BE.NMBS.56;BIERGES WALIBI;50.707772;4.594753
BE.NMBS.57;BIERSET AWANS;50.658614;5.46055
BE.NMBS.58;BILZEN;50.86869;5.50918
BE.NMBS.59;BINCHE;50.408764;4.172453
BE.NMBS.60;BISSEGEM;50.825844;3.224047
BE.NMBS.61;BLANKENBERGE;51.312431;3.133862
BE.NMBS.62;BLANMONT;50.619447;4.636386
BE.NMBS.63;BLATON;50.505939;3.665675
BE.NMBS.64;BLERET;50.685161;5.28599
BE.NMBS.65;BOCKSTAEL;50.879428;4.348507
BE.NMBS.66;BOECHOUT;51.163828;4.494047
BE.NMBS.67;BOITSFORT;50.794458;4.407986
BE.NMBS.68;BOKRIJK;50.955514;5.408728
BE.NMBS.69;BOMAL;50.37691;5.519342
BE.NMBS.70;BOOISCHOT;51.0375;4.772797
BE.NMBS.71;BOOM;51.091006;4.360297
BE.NMBS.72;BOONDAAL;50.801975;4.393523
BE.NMBS.73;BOORTMEERBEEK;50.98185;4.573897
BE.NMBS.74;BORDET;50.877782;4.409992
BE.NMBS.75;BORGWORM;50.694725;5.248986
BE.NMBS.76;BORNEM;51.098819;4.240431
BE.NMBS.77;BOSVOORDE;50.794458;4.407986
BE.NMBS.78;BOUSSU;50.436239;3.79585
BE.NMBS.79;BOUWEL;51.165844;4.747581
BE.NMBS.80;BRACQUEGNIES;50.474413;4.126332
BE.NMBS.81;BRAINE L ALLEUD;50.684778;4.375525
BE.NMBS.82;BRAINE LE COMTE;50.605075;4.137658
BE.NMBS.83;BRESSOUX;50.644473;5.612496
BE.NMBS.84;BRUGELETTE;50.594131;3.85305
BE.NMBS.85;BRUGGE;51.197225;3.216728
BE.NMBS.86;BRUGGE ST PIETERS;51.222658;3.201742
BE.NMBS.87;BRUSSEL CENTRAAL;50.845175;4.357131
BE.NMBS.88;BRUSSEL CONGRES;50.851671;4.362634
BE.NMBS.89;BRUSSEL KAPELLEKERK;50.841131;4.347869
BE.NMBS.90;BRUSSEL LUXEMBURG;50.83886;4.37382
BE.NMBS.91;BRUSSEL NAT LUCHTHAVEN;50.896821;4.48549
BE.NMBS.92;BRUSSEL NOORD;50.859658;4.360854
BE.NMBS.93;BRUSSEL SCHUMAN;50.842851;4.380022
BE.NMBS.94;BRUSSEL ZUID;50.836782;4.336922
BE.NMBS.95;BRUXELLES CENTRAL;50.845175;4.357131
BE.NMBS.96;BRUXELLES CHAPELLE;50.841131;4.347869
BE.NMBS.97;BRUXELLES CONGRES;50.851671;4.362634
BE.NMBS.98;BRUXELLES MIDI;50.836782;4.336922
BE.NMBS.99;BRUXELLES NAT AEROPORT;50.896821;4.48549
BE.NMBS.100;BRUXELLES NORD;50.859658;4.360854
BE.NMBS.101;BRUXELLES LUXEMBOURG;50.83886;4.37382
BE.NMBS.102;BRUXELLES SCHUMAN;50.842851;4.380022
BE.NMBS.103;BUDA;50.908281;4.417053
BE.NMBS.104;BUGGENHOUT;51.016228;4.200575
BE.NMBS.105;BUIZINGEN;50.751581;4.258561
BE.NMBS.106;BURST;50.907103;3.920911
BE.NMBS.107;CALLENELLE;50.527192;3.526182
BE.NMBS.108;CAMBRON CASTEAU;50.587131;3.874183
BE.NMBS.109;CARLSBOURG;49.903539;5.097419
BE.NMBS.110;CARNIERES;50.4477;4.264386
BE.NMBS.111;CEROUX MOUSTY;50.659325;4.568547
BE.NMBS.112;CHAPELLE DIEU;50.557902;4.698662
BE.NMBS.113;CHAPOIS;50.262372;5.124278
BE.NMBS.114;CHARLEROI OUEST;50.409741;4.435644
BE.NMBS.115;CHARLEROI SUD;50.404713;4.438567
BE.NMBS.116;CHASTRE;50.607464;4.649833
BE.NMBS.117;CHATEAU DE SEILLES;50.49721;5.081753
BE.NMBS.118;CHATELET;50.410103;4.52186
BE.NMBS.119;CHENEE;50.608327;5.61484
BE.NMBS.120;CINEY;50.292022;5.090581
BE.NMBS.121;COMBLAIN LA TOUR;50.45663;5.567193
BE.NMBS.122;COMINES;50.77225;2.999117
BE.NMBS.123;COO;50.391311;5.880883
BE.NMBS.124;COUILLET;50.392727;4.469343
BE.NMBS.125;COUR SUR HEURE;50.300889;4.392258
BE.NMBS.126;COURCELLES MOTTE;50.462014;4.400528
BE.NMBS.127;COURRIERE;50.387727;4.995732
BE.NMBS.128;COURT SAINT ETIENNE;50.645566;4.565819
BE.NMBS.129;COUVIN;50.057871;4.492653
BE.NMBS.130;DAVE SAINT MARTIN;50.429042;4.884233
BE.NMBS.131;DE HOEK;50.739181;4.370128
BE.NMBS.132;DE PANNE;51.077288;2.602397
BE.NMBS.133;DE PINTE;50.99735;3.650883
BE.NMBS.134;DEINZE;50.97824;3.53494
BE.NMBS.135;DELTA;50.819281;4.403972
BE.NMBS.136;DENDERLEEUW;50.891925;4.071828
BE.NMBS.137;DENDERMONDE;51.022775;4.101431
BE.NMBS.138;DIEGEM;50.890481;4.441931
BE.NMBS.139;DIEPENBEEK;50.911414;5.416061
BE.NMBS.140;DIEST;50.993342;5.050025
BE.NMBS.141;DIKSMUIDE;51.033075;2.869156
BE.NMBS.142;DILBEEK;50.866731;4.243389
BE.NMBS.143;DINANT;50.260724;4.908179
BE.NMBS.144;DOLHAIN GILEPPE;50.616374;5.936683
BE.NMBS.145;DOORNIK;50.613125;3.396936
BE.NMBS.146;DRONGEN;51.0474;3.653483
BE.NMBS.147;DUFFEL;51.091633;4.492194
BE.NMBS.148;DUINBERGEN;51.338108;3.26295
BE.NMBS.149;ECAUSSINNES;50.5621;4.156094
BE.NMBS.150;EDE;50.911203;3.987761
BE.NMBS.151;EDINGEN;50.697198;4.04725
BE.NMBS.152;EEKLO;51.180567;3.575256
BE.NMBS.153;EICHEM;50.823878;3.993659
BE.NMBS.154;EIGENBRAKEL;50.684778;4.375525
BE.NMBS.155;EINE;50.871008;3.623697
BE.NMBS.156;EKE NAZARETH;50.961558;3.627192
BE.NMBS.157;EKEREN;51.277214;4.433047
BE.NMBS.158;ENGHIEN;50.697198;4.04725
BE.NMBS.159;ENGIS;50.582964;5.401992
BE.NMBS.160;EPPEGEM;50.9584;4.457486
BE.NMBS.161;ERBISOEUL;50.507814;3.888717
BE.NMBS.162;EREMBODEGEM;50.919302;4.055543
BE.NMBS.163;ERNAGE;50.592412;4.667119
BE.NMBS.164;ERPE MERE;50.928603;3.962461
BE.NMBS.165;ERPS KWERPS;50.896506;4.584997
BE.NMBS.166;ERQUELINNES;50.304189;4.113564
BE.NMBS.167;ERQUELINNES VILLAGE;50.309539;4.130281
BE.NMBS.168;ESNEUX;50.529628;5.572658
BE.NMBS.169;ESSEN;51.462736;4.451106
BE.NMBS.170;ESSENE LOMBEEK;50.882447;4.115169
BE.NMBS.171;ETTERBEEK;50.821208;4.390222
BE.NMBS.172;EUPEN;50.635164;6.037114
BE.NMBS.173;EVERE;50.868281;4.4012
BE.NMBS.174;EZEMAAL;50.772131;4.994222
BE.NMBS.175;FAMILLEUREUX;50.519364;4.211575
BE.NMBS.176;FARCIENNES;50.435567;4.565091
BE.NMBS.177;FAUX;50.621833;4.549264
BE.NMBS.178;FEXHE LE HAUT CLOCHER;50.664364;5.397297
BE.NMBS.179;FLAWINNE;50.456244;4.8063
BE.NMBS.180;FLEMALLE GRANDE;50.605352;5.480983
BE.NMBS.181;FLEMALLE HAUTE;50.594591;5.456364
BE.NMBS.182;FLEURUS;50.481021;4.542909
BE.NMBS.183;FLOREE;50.357516;5.056275
BE.NMBS.184;FLOREFFE;50.443733;4.762781
BE.NMBS.185;FLORENVILLE;49.706969;5.331119
BE.NMBS.186;FLORIVAL;50.761503;4.653873
BE.NMBS.187;FONTAINE VALMONT;50.320439;4.211775
BE.NMBS.188;FORCHIES;50.43305;4.323483
BE.NMBS.189;FOREST EST;50.810204;4.320936
BE.NMBS.190;FOREST MIDI;50.810158;4.310025
BE.NMBS.191;FORRIERES;50.133072;5.276572
BE.NMBS.192;FRAIPONT;50.565414;5.723475
BE.NMBS.193;FRAMERIES;50.405539;3.906314
BE.NMBS.194;FRANCHIMONT;50.525214;5.822594
BE.NMBS.195;FRANIERE;50.439544;4.733547
BE.NMBS.196;FROYENNES;50.629856;3.355508
BE.NMBS.197;GALMAARDEN;50.743998;3.964938
BE.NMBS.198;GASTUCHE;50.736647;4.649597
BE.NMBS.199;GAVERE ASPER;50.930558;3.638958
BE.NMBS.200;GEDINNE;49.984133;4.977867
BE.NMBS.201;GEEL;51.169244;4.989567
BE.NMBS.202;GEMBLOUX;50.571292;4.690778
BE.NMBS.203;GENDRON CELLES;50.210804;4.964598
BE.NMBS.204;GENK;50.967056;5.49803
BE.NMBS.205;GENLY;50.390639;3.911636
BE.NMBS.206;GENT DAMPOORT;51.05665;3.740491
BE.NMBS.207;GENT SAINT PIERRE;51.035763;3.710232
BE.NMBS.208;GENTBRUGGE;51.038714;3.755975
BE.NMBS.209;GENVAL;50.726408;4.513725
BE.NMBS.210;GERAARDSBERGEN;50.771025;3.871956
BE.NMBS.211;GHLIN;50.487408;3.906342
BE.NMBS.212;GLONS;50.750543;5.535468
BE.NMBS.213;GODARVILLE;50.4928;4.290314
BE.NMBS.214;GODINNE;50.348908;4.869961
BE.NMBS.215;GONTRODE;50.979844;3.801559
BE.NMBS.216;GOUVY;50.189414;5.953908
BE.NMBS.217;GOUY LEZ PIETON;50.4957;4.325064
BE.NMBS.218;GRAIDE;49.933789;5.043708
BE.NMBS.219;GROENENDAAL;50.76614;4.44935
BE.NMBS.220;GROOT BIJGAARDEN;50.868231;4.27455
BE.NMBS.221;GRUPONT;50.090622;5.280228
BE.NMBS.222;HAACHT;50.966238;4.613314
BE.NMBS.223;HAALTERT;50.907375;4.021797
BE.NMBS.224;HABAY;49.718619;5.632569
BE.NMBS.225;HAININ;50.428042;3.766787
BE.NMBS.226;HAL;50.7332;4.2395
BE.NMBS.227;HALLE;50.7332;4.2395
BE.NMBS.228;HAM SUR HEURE;50.320539;4.405086
BE.NMBS.229;HAM SUR SAMBRE;50.452852;4.672923
BE.NMBS.230;HAMBOS;50.944247;4.663011
BE.NMBS.231;HAMOIR;50.428342;5.53373
BE.NMBS.232;HANSBEKE;51.072708;3.537447
BE.NMBS.233;HARCHIES;50.481939;3.699
BE.NMBS.234;HARELBEKE;50.856308;3.314617
BE.NMBS.235;HAREN;50.889231;4.419825
BE.NMBS.236;HAREN SUD;50.889567;4.415109
BE.NMBS.237;HAREN ZUID;50.889567;4.415109
BE.NMBS.238;HASSELT;50.931122;5.32618
BE.NMBS.239;HAUTE FLONE;50.554331;5.331097
BE.NMBS.240;HAVERSIN;50.249672;5.194081
BE.NMBS.241;HAVRE;50.470739;4.058311
BE.NMBS.242;HEIDE;51.365344;4.461131
BE.NMBS.243;HEIST;51.334008;3.240611
BE.NMBS.244;HEIST OP DEN BERG;51.073517;4.709361
BE.NMBS.245;HEIZIJDE;50.988814;4.157117
BE.NMBS.246;HEMIKSEM;51.136393;4.338527
BE.NMBS.247;HENNUYERES;50.651008;4.175892
BE.NMBS.248;HERENT;50.903528;4.672189
BE.NMBS.249;HERENTALS;51.181;4.828608
BE.NMBS.250;HERNE;50.723701;4.014376
BE.NMBS.251;HERSEAUX;50.71425;3.244758
BE.NMBS.252;HERSTAL;50.6604;5.62235
BE.NMBS.253;HERZELE;50.897203;3.879358
BE.NMBS.254;HEUSDEN;51.038314;5.280683
BE.NMBS.255;HEVER;50.996904;4.539585
BE.NMBS.256;HEVERLEE;50.862442;4.694414
BE.NMBS.257;HILLEGEM;50.891303;3.857472
BE.NMBS.258;HOBOKEN POLDER;51.183414;4.348442
BE.NMBS.259;HOEI;50.527239;5.234206
BE.NMBS.260;HOEILAART;50.760158;4.467406
BE.NMBS.261;HOFSTADE;50.988661;4.498342
BE.NMBS.262;HOLLEKEN;50.767081;4.354914
BE.NMBS.263;HONY;50.540336;5.573494
BE.NMBS.264;HOURAING;50.702879;3.835269
BE.NMBS.265;HOURPES;50.363689;4.308742
BE.NMBS.266;HOUYET;50.190339;5.005861
BE.NMBS.267;HOVE;51.154114;4.465469
BE.NMBS.268;HUIZINGEN;50.75171;4.265581
BE.NMBS.269;HUY;50.527239;5.234206
BE.NMBS.270;IDDERGEM;50.876855;4.068503
BE.NMBS.271;IDEGEM;50.801704;3.921411
BE.NMBS.272;IEPER;50.8474;2.876589
BE.NMBS.273;INGELMUNSTER;50.914758;3.254289
BE.NMBS.274;IZEGEM;50.920958;3.21335
BE.NMBS.275;JAMBES;50.454014;4.87536
BE.NMBS.276;JAMBES EST;50.454804;4.880256
BE.NMBS.277;JAMIOULX;50.353039;4.410997
BE.NMBS.278;JEMAPPES;50.452289;3.885189
BE.NMBS.279;JEMELLE;50.160472;5.266375
BE.NMBS.280;JEMEPPE SUR MEUSE;50.61843;5.49779
BE.NMBS.281;JEMEPPE SUR SAMBRE;50.450949;4.662626
BE.NMBS.282;JETTE;50.88091;4.328463
BE.NMBS.283;JURBISE;50.530503;3.910686
BE.NMBS.284;JUSLENVILLE;50.544514;5.810194
BE.NMBS.285;KALMTHOUT;51.389744;4.466942
BE.NMBS.286;KAPELLE OP DEN BOS;51.010795;4.358819
BE.NMBS.287;KAPELLEN;51.313375;4.433081
BE.NMBS.288;KESSEL;51.151056;4.618458
BE.NMBS.289;KIEWIT;50.954364;5.350553
BE.NMBS.290;KIJKUIT;51.379236;4.467533
BE.NMBS.291;KNOKKE;51.339608;3.284097
BE.NMBS.292;KOKSIJDE;51.078667;2.654107
BE.NMBS.293;KOMEN;50.77225;2.999117
BE.NMBS.294;KONTICH;51.13364;4.476695
BE.NMBS.295;KORTEMARK;51.025358;3.043867
BE.NMBS.296;KORTENBERG;50.893072;4.543297
BE.NMBS.297;KORTRIJK;50.824339;3.265676
BE.NMBS.298;KWATRECHT;50.991464;3.833333
BE.NMBS.299;LA HULPE;50.737958;4.497064
BE.NMBS.300;LA LOUVIERE CENTRE;50.477773;4.179965
BE.NMBS.301;LA LOUVIERE SUD;50.465017;4.190115
BE.NMBS.302;LA ROCHE;50.610336;4.539158
BE.NMBS.303;LABUISSIERE;50.316139;4.186581
BE.NMBS.304;LANDEGEM;51.064114;3.576889
BE.NMBS.305;LANDELIES;50.377314;4.350981
BE.NMBS.306;LANDEN;50.747925;5.079658
BE.NMBS.307;LANDSKOUTER;50.970664;3.791227
BE.NMBS.308;LANGDORP;51.002469;4.863539
BE.NMBS.309;LE CAMPINAIRE;50.429587;4.552951
BE.NMBS.310;LEBBEKE;51.004606;4.134544
BE.NMBS.311;LEDE;50.970903;3.984975
BE.NMBS.312;LEIGNON;50.267772;5.107781
BE.NMBS.313;LEMAN;50.5995;5.467
BE.NMBS.314;LEMBEEK;50.715108;4.221581
BE.NMBS.315;LENS;50.559128;3.903279
BE.NMBS.316;LEOPOLDSBURG;51.117314;5.257289
BE.NMBS.317;LESSINES;50.712947;3.836492
BE.NMBS.319;LEUZE;50.600576;3.61677
BE.NMBS.320;LEVAL;50.4308;4.211044
BE.NMBS.321;LIBRAMONT;49.920425;5.379272
BE.NMBS.322;LICHTERVELDE;51.025281;3.126908
BE.NMBS.323;LIEDEKERKE;50.882525;4.095286
BE.NMBS.324;LIEGE GUILLEMINS;50.622935;5.568461
BE.NMBS.325;LIEGE JONFOSSE;50.6403;5.561125
BE.NMBS.326;LIEGE PALAIS;50.64705;5.57255
BE.NMBS.327;LIER;51.136022;4.561579
BE.NMBS.328;LIERDE;50.816822;3.825947
BE.NMBS.329;LIERS;50.698464;5.566533
BE.NMBS.330;LIGNY;50.511514;4.565608
BE.NMBS.331;LILLOIS;50.643742;4.363247
BE.NMBS.332;LIMAL;50.692144;4.575297
BE.NMBS.333;LINKEBEEK;50.773331;4.339781
BE.NMBS.334;LISSEWEGE;51.294708;3.194506
BE.NMBS.335;LOBBES;50.346384;4.260988
BE.NMBS.336;LODELINSART;50.43245;4.462947
BE.NMBS.337;LOKEREN;51.107103;3.985283
BE.NMBS.338;LOMMEL;51.211664;5.310547
BE.NMBS.339;LONDERZEEL;51.009519;4.296936
BE.NMBS.340;LONZEE;50.551939;4.720097
BE.NMBS.341;LOT;50.765175;4.272426
BE.NMBS.318;LOUVAIN;50.881356;4.716096
BE.NMBS.342;LOUVAIN LA NEUVE UNIV;50.6697;4.616
BE.NMBS.343;LUSTIN;50.369746;4.877468
BE.NMBS.344;LUTTRE;50.505864;4.384119
BE.NMBS.345;MAFFLE;50.614031;3.800459
BE.NMBS.346;MALDEREN;51.014325;4.231403
BE.NMBS.347;MANAGE;50.506114;4.234678
BE.NMBS.348;MARBEHAN;49.728319;5.539533
BE.NMBS.349;MARCHE EN FAMENNE;50.222472;5.346294
BE.NMBS.350;MARCHE LES DAMES;50.480739;4.964581
BE.NMBS.351;MARCHE LEZ ECAUSSINNES;50.545931;4.176558
BE.NMBS.352;MARCHIENNE AU PONT;50.412173;4.394223
BE.NMBS.353;MARCHIENNE ZONE;50.397166;4.389017
BE.NMBS.354;MARIA AALTER;51.107608;3.386725
BE.NMBS.355;MARIEMBOURG;50.095489;4.525694
BE.NMBS.356;MARLOIE;50.203115;5.31456
BE.NMBS.357;MASNUY SAINT PIERRE;50.536547;3.962139
BE.NMBS.358;MAUBRAY;50.546947;3.495487
BE.NMBS.359;MAZY;50.513503;4.675825
BE.NMBS.360;MECHELEN;51.01758;4.48313
BE.NMBS.361;MECHELEN NEKKERSPOEL;51.030012;4.489986
BE.NMBS.362;MEISER;50.854558;4.394025
BE.NMBS.363;MELKOUWEN;51.095064;4.671031
BE.NMBS.364;MELLE;51.002814;3.797086
BE.NMBS.365;MELREUX HOTTON;50.283672;5.440142
BE.NMBS.366;MELSELE;51.210714;4.288533
BE.NMBS.367;MENEN;50.799492;3.113794
BE.NMBS.368;MERCHTEM;50.953853;4.223492
BE.NMBS.369;MERELBEKE;51.020153;3.764963
BE.NMBS.370;MERODE;50.839881;4.399058
BE.NMBS.371;MERY;50.548233;5.586942
BE.NMBS.372;MEVERGNIES ATTRE;50.600333;3.833003
BE.NMBS.373;MILMORT;50.693364;5.599325
BE.NMBS.374;MOENSBERG;50.777909;4.32979
BE.NMBS.375;MOL;51.191064;5.114733
BE.NMBS.376;MOLLEM;50.932808;4.21675
BE.NMBS.377;MOMALLE;50.669911;5.367597
BE.NMBS.378;MONS;50.45445;3.942303
BE.NMBS.379;MONT SAINT GUIBERT;50.638214;4.612581
BE.NMBS.380;MOORTSELE;50.953053;3.78055
BE.NMBS.381;MORLANWELZ;50.458;4.247367
BE.NMBS.382;MORTSEL;51.190291;4.440127
BE.NMBS.383;MORTSEL DEURNESTEENWEG;51.186039;4.44383
BE.NMBS.384;MORTSEL OUDE GOD;51.171914;4.455511
BE.NMBS.385;MOUSCRON;50.738372;3.225307
BE.NMBS.386;MOUSTIER;50.452754;4.693809
BE.NMBS.387;MUIZEN;51.008203;4.513839
BE.NMBS.388;MUNKZWALM;50.875853;3.731544
BE.NMBS.389;NAMECHE;50.470381;4.998369
BE.NMBS.390;NAMUR;50.469156;4.862057
BE.NMBS.391;NANINNE;50.419394;4.930342
BE.NMBS.392;NATOYE;50.343358;5.0612
BE.NMBS.393;NEERPELT;51.222414;5.436692
BE.NMBS.394;NEERWINDEN;50.763964;5.036322
BE.NMBS.395;NESSONVAUX;50.572043;5.741708
BE.NMBS.396;NEUFCHATEAU;49.853819;5.452592
BE.NMBS.397;NEUFVILLES;50.543597;4.010669
BE.NMBS.398;NIEL;51.110917;4.340583
BE.NMBS.399;NIEUWKERKEN WAAS;51.185114;4.184414
BE.NMBS.400;NIJLEN;51.159717;4.664447
BE.NMBS.401;NIJVEL;50.600536;4.334678
BE.NMBS.402;NIMY;50.471812;3.956505
BE.NMBS.403;NINOVE;50.839504;4.026242
BE.NMBS.404;NIVELLES;50.600536;4.334678
BE.NMBS.405;NOSSEGEM;50.883308;4.506108
BE.NMBS.406;OBAIX BUZET;50.535765;4.363632
BE.NMBS.407;OBOURG;50.469539;4.008558
BE.NMBS.408;OKEGEM;50.857256;4.053542
BE.NMBS.409;OLEN;51.17403;4.9025
BE.NMBS.410;OOSTENDE;51.226518;2.927904
BE.NMBS.411;OOSTKAMP;51.154108;3.257467
BE.NMBS.412;OPWIJK;50.974503;4.187442
BE.NMBS.413;OTTIGNIES;50.671632;4.569615
BE.NMBS.414;OUD HEVERLEE;50.835928;4.653306
BE.NMBS.415;OUDEGEM;51.014903;4.062361
BE.NMBS.416;OUDENAARDE;50.850558;3.600803
BE.NMBS.417;OVERPELT;51.21555;5.423126
BE.NMBS.418;PALISEUL;49.894789;5.118997
BE.NMBS.419;PAPIGNIES;50.687817;3.823797
BE.NMBS.420;PECROT;50.779208;4.651031
BE.NMBS.421;PEPINSTER;50.568814;5.808247
BE.NMBS.422;PEPINSTER CITE;50.563381;5.804611
BE.NMBS.423;PERUWELZ;50.513639;3.592061
BE.NMBS.424;PHILIPPEVILLE;50.191639;4.535958
BE.NMBS.425;PIETON;50.434964;4.288444
BE.NMBS.426;POIX SAINT HUBERT;50.019772;5.292058
BE.NMBS.427;PONT A CELLES;50.5136;4.354139
BE.NMBS.428;PONT DE SERAING;50.619968;5.511328
BE.NMBS.429;POPERINGE;50.854421;2.736304
BE.NMBS.430;POULSEUR;50.508958;5.57819
BE.NMBS.431;PROFONDSART;50.693761;4.54915
BE.NMBS.432;PRY;50.268789;4.430361
BE.NMBS.433;PUURS;51.077219;4.283558
BE.NMBS.434;QUAREGNON;50.450039;3.855461
BE.NMBS.435;QUEVY;50.341517;3.909245
BE.NMBS.436;QUIEVRAIN;50.410514;3.686067
BE.NMBS.437;REBAIX;50.661058;3.793502
BE.NMBS.438;REMICOURT;50.678608;5.321406
BE.NMBS.439;RHISNES;50.499347;4.801872
BE.NMBS.440;RIVAGE;50.486422;5.585186
BE.NMBS.441;RIXENSART;50.711414;4.532861
BE.NMBS.442;ROESELARE;50.949358;3.130358
BE.NMBS.443;RONET;50.457735;4.828415
BE.NMBS.444;RENAIX;50.742508;3.60255
BE.NMBS.445;ROUX;50.443114;4.393197
BE.NMBS.446;RUISBROEK;50.791831;4.295328
BE.NMBS.447;SAUVEGARDE;51.081313;4.336987
BE.NMBS.448;SAINT DENIS BOVESSE;50.521297;4.767792
BE.NMBS.449;SAINT GHISLAIN;50.442625;3.820092
BE.NMBS.450;SAINT JOB;50.79362;4.360403
BE.NMBS.451;SART BERNARD;50.406617;4.948467
BE.NMBS.452;SCHAARBEEK;50.878508;4.378644
BE.NMBS.453;SCHAERBEEK;50.878508;4.378644
BE.NMBS.454;SCHELDEWINDEKE;50.937803;3.777614
BE.NMBS.455;SCHELLEBELLE;51.003153;3.921372
BE.NMBS.456;SCHENDELBEKE;50.797818;3.899159
BE.NMBS.457;SCHOONAARDE;51.003116;4.011276
BE.NMBS.458;SCHULEN;50.96335;5.188078
BE.NMBS.459;SCLAIGNEAUX;50.492204;5.026374
BE.NMBS.460;SCLESSIN;50.610396;5.556722
BE.NMBS.461;SERSKAMP;50.984403;3.959356
BE.NMBS.462;S GRAVENBRAKEL;50.605075;4.137658
BE.NMBS.463;SILLY;50.663319;3.937144
BE.NMBS.464;S'INAAI;51.143403;4.068942
BE.NMBS.465;SINT AGATHA BERCHEM;50.872831;4.290961
BE.NMBS.466;SINT DENIJS BOEKEL;50.874303;3.698397
BE.NMBS.467;SINT GENESIUS RODE;50.748081;4.361492
BE.NMBS.468;SINT GILLIS;51.021925;4.11715
BE.NMBS.469;SINT JOB;50.79362;4.360403
BE.NMBS.470;SINT JORIS WEERT;50.8013;4.65195
BE.NMBS.471;SINT KATELIJNE WAVER;51.070931;4.495481
BE.NMBS.472;SINT MARIABURG;51.292714;4.434961
BE.NMBS.473;SINT MARTENS BODEGEM;50.867158;4.205081
BE.NMBS.474;SINT NIKLAAS;51.17174;4.14315
BE.NMBS.475;SINT TRUIDEN;50.817617;5.17665
BE.NMBS.476;SLEIDINGE;51.126428;3.66776
BE.NMBS.477;SOIGNIES;50.573447;4.069142
BE.NMBS.478;SOLRE SUR SAMBRE;50.312639;4.158431
BE.NMBS.479;SPA;50.490163;5.855831
BE.NMBS.480;SPA-GERONSTERE;50.489296;5.866227
BE.NMBS.481;STATTE;50.528283;5.219678
BE.NMBS.482;STOCKEM;49.690736;5.767712
BE.NMBS.483;SY;50.403122;5.523094
BE.NMBS.484;TAMINES;50.432088;4.608861
BE.NMBS.485;TEMSE;51.125914;4.221817
BE.NMBS.486;TERHAGEN;50.902003;3.897361
BE.NMBS.487;TERHULPEN;50.737958;4.497064
BE.NMBS.488;TERNAT;50.874519;4.165342
BE.NMBS.489;TESTELT;51.009864;4.945833
BE.NMBS.490;THEUX;50.536314;5.815186
BE.NMBS.491;THIEU;50.469539;4.098522
